id_tracking_company,id_talent_req,id_company,nama_perusahaan,posisi,jenis_penempatan,bidang_studi_dicari,progress,request_date,send_date,jumlah_permintaan,jumlah_dikirimkan,list_nim,status_pengiriman
TC140,TR140,C238,PT Bumi Sejahtera,Regulatory Affairs Intern,Magang,"Farmasi, Ilmu Hukum",Closed,2023-05-09,2023-05-19,3,3,"202120215,202316656,20202839",Sudah Dikirim
TC141,TR141,C356,CV Sentosa Inovasi,Production Engineer Intern,Part-time,"Teknik Industri, Teknik Mesin",Shortlisted,2023-07-15,2023-08-02,2,4,"202323620,202317866,20235028,202110454",Sudah Dikirim
TC142,TR142,C868,PT Bangkit Konsultan,Supply Chain Intern,Part-time,"Teknik Industri, Manajemen",Draft,2023-04-01,,1,0,,Belum Dikirim
TC143,TR143,C1141,PT Makmur Inovasi,Data Analyst,Magang,"Statistika, Manajemen",Closed,2023-06-21,2023-07-12,2,3,"20221097,202014504,20218909",Sudah Dikirim
TC144,TR144,C469,PT Abadi Makmur,Data Analyst,Magang,"Manajemen, Statistika",Submitted,2023-02-16,2023-02-23,1,1,20211869,Sudah Dikirim
TC145,TR145,C1228,PT Daya Abadi,Mechanical Engineer Intern,Magang,Teknik Mesin,Closed,2023-06-27,2023-07-09,3,3,"20210081,20237563,202213537",Sudah Dikirim
TC146,TR146,C1363,CV Gemilang Utama,Research Intern,Full-time,"Statistika, Ekonomi Pembangunan",Submitted,2023-05-30,2023-06-12,2,4,"202121890,202119269,202111393,202212530",Sudah Dikirim
TC147,TR147,C958,PT Jaya Logistik,Photographer Intern,Full-time,"Desain Komunikasi Visual, Ilmu Komunikasi",Shortlisted,2023-02-28,2023-03-05,1,4,"20209363,20224437,202217514,20207118",Sudah Dikirim
TC148,TR148,C1190,CV Sentosa Data,Sales Admin,Magang,"Manajemen, Ilmu Komunikasi",Shortlisted,2023-05-17,2023-05-24,1,2,"202213269,202118765",Sudah Dikirim
TC149,TR149,C389,PT Sejahtera Data,Data Analyst,Magang,"Sistem Informasi, Ekonomi Pembangunan",Closed,2023-07-25,2023-07-29,1,1,202211214,Sudah Dikirim
TC150,TR150,C070,PT Mitra Media,Digital Marketing Intern,Magang,"Desain Komunikasi Visual, Ilmu Komunikasi",Draft,2023-06-18,,3,0,,Belum Dikirim
TC151,TR151,C135,PT Cakra Sentosa,Digital Marketing Intern,Magang,"Desain Komunikasi Visual, Ilmu Komunikasi",On Review,2023-07-24,2023-08-10,1,2,"202213126,20199196",Sudah Dikirim
TC152,TR152,C841,PT Perkasa Gemilang,Business Analyst,Magang,"Sistem Informasi, Statistika",Closed,2023-05-16,2023-05-24,2,2,"20236475,202117159",Sudah Dikirim
TC153,TR153,C042,PT Global Cerdas,Data Analyst,Magang,"Ekonomi Pembangunan, Informatika",Shortlisted,2023-02-17,2023-02-27,3,4,"202313762,20226386,20224678,202120165",Sudah Dikirim
TC154,TR154,C581,PT Makmur Cerdas,Mobile Developer,Magang,"Sistem Informasi, Informatika",Submitted,2023-04-02,2023-04-21,3,4,"20206879,202311748,20210323,202218048",Sudah Dikirim
TC155,TR155,C359,PT Prima Pratama,Data Analyst,Magang,"Ekonomi Pembangunan, Sistem Informasi",Closed,2023-05-03,2023-05-13,1,1,20219802,Sudah Dikirim
TC156,TR156,C740,PT Perkasa Terapan,Graphic Designer,Full-time,Desain Komunikasi Visual,Submitted,2023-04-15,2023-04-25,2,3,"202214896,20218721,202224168",Sudah Dikirim
TC157,TR157,C1322,CV Sejahtera Nusantara,Supply Chain Intern,Magang,"Teknik Industri, Manajemen",On Review,2023-06-14,2023-06-18,3,5,"201914163,20229145,20224658,202119643,202210547",Sudah Dikirim
TC158,TR158,C229,PT Global Kreatif,Quality Control Staff,Magang,"Farmasi, Teknik Mesin",Shortlisted,2023-06-06,2023-06-13,2,2,"20191941,201918397",Sudah Dikirim
TC159,TR159,C428,PT Jaya Bersama,Quality Control Staff,Magang,"Farmasi, Teknik Industri",Shortlisted,2023-07-23,2023-08-05,1,2,"20212327,20239972",Sudah Dikirim
TC160,TR160,C1192,PT Inti Karya,Quality Control Staff,Magang,"Teknik Mesin, Teknik Industri",On Review,2023-05-19,2023-06-03,1,1,202116877,Sudah Dikirim
TC161,TR161,C082,PT Makmur Gemilang,Data Analyst,Full-time,"Ekonomi Pembangunan, Informatika",Closed,2023-04-25,2023-05-08,2,2,"202215936,201919692",Sudah Dikirim
TC162,TR162,C668,PT Digital Kreatif,Business Development Intern,Full-time,"Ilmu Komunikasi, Manajemen",Submitted,2023-07-07,2023-07-14,1,4,"202112534,202120243,202319478,202324022",Sudah Dikirim
TC163,TR163,C1239,CV Inti Perkasa,Data Analyst,Magang,"Statistika, Sistem Informasi",On Review,2023-03-31,2023-04-14,1,4,"20228122,202112905,202011895,20229221",Sudah Dikirim
TC164,TR164,C1151,CV Inti Teknologi,Content Writer,Magang,"Ilmu Komunikasi, Sastra Inggris",Closed,2023-02-27,2023-03-09,1,4,"202111798,20238589,20232196,20224419",Sudah Dikirim
TC165,TR165,C1421,PT Indo Pratama,Quality Control Staff,Full-time,"Teknik Mesin, Farmasi",Shortlisted,2023-06-10,2023-06-23,1,2,"20228627,20212767",Sudah Dikirim
TC166,TR166,C720,PT Sejahtera Kreatif,IT Staff,Magang,"Sistem Informasi, Teknik Elektro",Closed,2023-07-29,2023-08-05,3,5,"20211076,202218206,202122858,20196393,202023051",Sudah Dikirim
TC167,TR167,C1019,PT Indo Makmur,Environmental Analyst,Full-time,"Agroteknologi, Teknik Sipil",Submitted,2023-05-12,2023-05-27,2,3,"202015747,202122973,202118098",Sudah Dikirim
TC168,TR168,C821,PT Inovasi Media,Data Analyst,Magang,"Sistem Informasi, Ekonomi Pembangunan",Submitted,2023-04-15,2023-04-24,1,2,"202122688,20220579",Sudah Dikirim
TC169,TR169,C646,CV Mandiri Pratama,Digital Marketing Intern,Magang,"Ilmu Komunikasi, Desain Komunikasi Visual",Closed,2023-07-08,2023-07-15,3,3,"202214795,202122621,20237886",Sudah Dikirim
TC170,TR170,C404,PT Bangkit Sejahtera,Quality Control Staff,Magang,"Teknik Mesin, Agroteknologi",Closed,2023-02-14,2023-03-01,1,2,"20239476,20225641",Sudah Dikirim
TC171,TR171,C131,PT Cipta Solusi,Project Coordinator Intern,Magang,"Teknik Sipil, Manajemen",On Review,2023-03-03,2023-03-10,3,5,"202118768,202219049,202113811,202314132,202218633",Sudah Dikirim
TC172,TR172,C1029,PT Cakra Perkasa,NOC Technician,Part-time,"Informatika, Teknik Elektro",On Review,2023-03-30,2023-04-15,2,4,"20210111,20210779,202018413,202316345",Sudah Dikirim
TC173,TR173,C944,PT Indo Sentosa,HSE Intern,Magang,"Teknik Industri, Teknik Mesin",Submitted,2023-06-01,2023-06-14,2,2,"202214934,202115950",Sudah Dikirim
TC174,TR174,C1006,CV Makmur Logistik,Quality Control Staff,Part-time,"Agroteknologi, Farmasi",Shortlisted,2023-03-27,2023-04-11,1,3,"20210547,20218534,202212212",Sudah Dikirim
TC175,TR175,C567,PT Sejahtera Makmur,Marketing Intern,Magang,"Manajemen, Ilmu Komunikasi",Shortlisted,2023-05-20,2023-06-07,3,4,"202214947,202221297,202312619,202220441",Sudah Dikirim
TC176,TR176,C1327,CV Techno Sejahtera,Research Intern,Part-time,"Psikologi, Statistika",Draft,2023-07-13,,2,0,,Belum Dikirim
TC177,TR177,C396,PT Abadi Data,Copywriter,Part-time,"Ilmu Komunikasi, Sastra Inggris",Shortlisted,2023-06-17,2023-06-21,3,5,"202115649,202324935,202119062,20209818,202114841",Sudah Dikirim
TC178,TR178,C320,PT Media Terapan,Copywriter,Magang,"Ilmu Komunikasi, Sastra Inggris",Submitted,2023-06-22,2023-07-10,2,4,"20238562,20238345,202215999,20203771",Sudah Dikirim
TC179,TR179,C506,PT Techno Bersama,Supply Chain Analyst,Magang,"Sistem Informasi, Teknik Industri",Submitted,2023-03-26,2023-04-10,5,5,"202022450,202117192,20224467,202113981,20226893",Sudah Dikirim
TC180,TR180,C712,PT Global Bangsa,Civil Engineer Intern,Magang,Teknik Sipil,Closed,2023-06-12,2023-06-24,1,1,202124130,Sudah Dikirim
TC181,TR181,C601,CV Makmur Analitika,Business Analyst,Magang,"Informatika, Manajemen",Shortlisted,2023-05-29,2023-06-07,4,4,"202219448,201917419,20218278,20215903",Sudah Dikirim
TC182,TR182,C715,CV Bangkit Kreatif,UI/UX Designer,Magang,"Informatika, Desain Komunikasi Visual",Closed,2023-07-05,2023-07-17,2,2,"20208087,20222947",Sudah Dikirim
TC183,TR183,C1035,CV Prima Nusantara,Data Analyst,Magang,"Ekonomi Pembangunan, Sistem Informasi",Closed,2023-02-11,2023-02-18,4,6,"202218471,202213954,202219505,20234813,20220219,202217323",Sudah Dikirim
TC184,TR184,C844,PT Bangkit Bersama,IT Support,Magang,"Pendidikan Teknik Informatika, Sistem Informasi",Submitted,2023-02-12,2023-02-15,3,3,"202123806,202117187,202115134",Sudah Dikirim
TC185,TR185,C480,CV Bakti Sentosa,DevOps Engineer,Magang,"Informatika, Sistem Informasi",Submitted,2023-03-19,2023-03-23,2,3,"20206213,20190256,202023051",Sudah Dikirim
TC186,TR186,C933,CV Sinergi Bangsa,IT Support,Full-time,"Informatika, Pendidikan Teknik Informatika",Shortlisted,2023-05-25,2023-06-04,3,4,"202214448,20193721,20215163,202111977",Sudah Dikirim
TC187,TR187,C150,CV Prima Sejahtera,Project Coordinator Intern,Magang,"Manajemen, Teknik Industri",Draft,2023-07-20,,4,0,,Belum Dikirim
TC188,TR188,C627,PT Bakti Mandiri,Business Process Analyst,Magang,"Sistem Informasi, Teknik Industri",Shortlisted,2023-06-02,2023-06-13,2,3,"20200705,202115842,202114585",Sudah Dikirim
TC189,TR189,C827,CV Daya Systems,Data Entry Operator,Magang,"Manajemen, Sistem Informasi",On Review,2023-02-21,2023-03-11,1,2,"20219738,202315209",Sudah Dikirim
TC190,TR190,C081,PT Abadi Indonesia,Social Media Specialist,Magang,"Manajemen, Ilmu Komunikasi",Closed,2023-03-03,2023-03-08,1,3,"20194275,202118765,201920282",Sudah Dikirim
TC191,TR191,C322,PT Nusa Terapan,IT Staff,Full-time,"Sistem Informasi, Informatika",Closed,2023-04-18,2023-05-07,1,2,"202320596,202321524",Sudah Dikirim
TC192,TR192,C378,CV Sukses Gemilang,Regulatory Affairs Intern,Magang,"Farmasi, Ilmu Hukum",Shortlisted,2023-05-24,2023-05-27,2,2,"20214140,202316899",Sudah Dikirim
TC193,TR193,C1292,CV Daya Solusi,Data Entry Operator,Part-time,"Manajemen, Akuntansi",Closed,2023-03-02,2023-03-10,1,2,"202013658,20208954",Sudah Dikirim
TC194,TR194,C1415,PT Cipta Perkasa,Data Analyst,Magang,"Manajemen, Statistika",On Review,2023-06-10,2023-06-28,1,3,"202018110,202221691,202116532",Sudah Dikirim
TC195,TR195,C867,CV Sinergi Gemilang,Lab Technician Intern,Magang,"Farmasi, Agroteknologi",Submitted,2023-07-08,2023-07-22,2,5,"202212917,20225746,20233578,20210009,202210315",Sudah Dikirim
TC196,TR196,C638,PT Sentosa Teknologi,HSE Intern,Magang,"Teknik Industri, Teknik Mesin",Closed,2023-05-17,2023-05-20,3,6,"202222487,202322692,20219317,202011910,20221985,202210123",Sudah Dikirim
TC197,TR197,C506,PT Techno Bersama,Supply Chain Analyst,Magang,"Sistem Informasi, Manajemen",Draft,2023-07-30,,1,0,,Belum Dikirim
TC198,TR198,C014,PT Kreasi Bangsa,Compliance Officer Intern,Magang,"Ilmu Hukum, Akuntansi",Shortlisted,2023-06-13,2023-07-01,1,3,"202323970,20221035,20234530",Sudah Dikirim
TC199,TR199,C126,PT Cakra Mandiri,Civil Engineer Intern,Magang,Teknik Sipil,Shortlisted,2023-03-20,2023-04-09,1,1,20224332,Sudah Dikirim
TC200,TR200,C264,PT Sinergi Bangsa,Research Assistant,Magang,"Statistika, Psikologi",Submitted,2023-07-17,2023-07-31,1,2,"202015641,20222721",Sudah Dikirim
TC201,TR201,C747,PT Mega Teknologi,Data Analyst,Part-time,"Manajemen, Statistika",Shortlisted,2023-02-03,2023-02-16,1,1,202215577,Sudah Dikirim
TC202,TR202,C960,PT Sukses Systems,HSE Intern,Magang,"Teknik Industri, Teknik Mesin",Shortlisted,2023-03-07,2023-03-10,1,1,202210867,Sudah Dikirim
TC203,TR203,C1113,PT Media Digital,Business Analyst,Magang,"Informatika, Manajemen",Closed,2023-06-19,2023-07-01,2,3,"202224190,201915899,202320784",Sudah Dikirim
TC204,TR204,C398,CV Indo Inovasi,Production Engineer Intern,Full-time,"Teknik Industri, Teknik Mesin",Shortlisted,2023-04-21,2023-05-04,2,3,"20233947,202316031,201921081",Sudah Dikirim
TC205,TR205,C325,CV Sinergi Informatika,Graphic Designer,Full-time,Desain Komunikasi Visual,On Review,2023-05-25,2023-06-06,1,3,"20235616,202115613,202312567",Sudah Dikirim
TC206,TR206,C1065,CV Cipta Systems,Motion Graphic Designer,Part-time,Desain Komunikasi Visual,Closed,2023-07-25,2023-07-28,3,6,"20236779,202314087,20220976,202310153,20229284,202211664",Sudah Dikirim
TC207,TR207,C056,CV Media Sejahtera,HR Intern,Magang,"Psikologi, Manajemen",Shortlisted,2023-05-04,2023-05-16,3,6,"20214137,20204208,20205050,202022076,202023125,202024005",Sudah Dikirim
TC208,TR208,C047,PT Sukses Global,Visual Merchandiser Intern,Full-time,Desain Komunikasi Visual,Submitted,2023-05-12,2023-05-17,2,3,"202319573,20207946,202115431",Sudah Dikirim
TC209,TR209,C1397,CV Bakti Informatika,IT Support,Magang,"Informatika, Pendidikan Teknik Informatika",Shortlisted,2023-07-01,2023-07-07,2,3,"20226417,20211988,20239478",Sudah Dikirim
TC210,TR210,C1111,PT Inovasi Sentosa,IT Consultant Intern,Part-time,"Informatika, Sistem Informasi",Shortlisted,2023-02-20,2023-03-08,1,1,202013695,Sudah Dikirim
TC211,TR211,C014,PT Kreasi Bangsa,Internal Auditor,Full-time,Akuntansi,On Review,2023-05-28,2023-06-12,4,4,"202120336,202324832,20219136,202121788",Sudah Dikirim
TC212,TR212,C693,PT Sentosa Karya,Marketing Intern,Magang,"Manajemen, Ilmu Komunikasi",Closed,2023-05-29,2023-06-05,2,3,"20237284,202318056,20207331",Sudah Dikirim
TC213,TR213,C1265,PT Mega Cerdas,Mechanical Engineer Intern,Magang,Teknik Mesin,On Review,2023-04-28,2023-05-11,2,5,"20235558,20206309,202212964,202114704,202116754",Sudah Dikirim
TC214,TR214,C1090,CV Inti Media,Frontend Developer,Magang,"Informatika, Sistem Informasi",Closed,2023-02-09,2023-02-18,2,3,"202013686,202111335,20193744",Sudah Dikirim
TC215,TR215,C333,CV Bangkit Systems,Internal Auditor,Magang,Akuntansi,On Review,2023-04-15,2023-05-04,1,1,20236422,Sudah Dikirim
TC216,TR216,C763,PT Media Sentosa,Network Engineer Intern,Magang,"Informatika, Teknik Elektro",Closed,2023-04-28,2023-05-08,3,4,"20223333,202122313,202017566,20212362",Sudah Dikirim
TC217,TR217,C286,PT Nusa Kreatif,Visual Merchandiser Intern,Magang,Desain Komunikasi Visual,On Review,2023-07-03,2023-07-08,3,4,"20200469,202115207,202112933,202222221",Sudah Dikirim
TC218,TR218,C1271,CV Media Systems,Business Analyst,Magang,"Sistem Informasi, Manajemen",Shortlisted,2023-07-23,2023-08-12,3,3,"202315154,202319408,202217947",Sudah Dikirim
TC219,TR219,C495,PT Digital Mandiri,Data Analyst,Magang,"Ekonomi Pembangunan, Informatika",Shortlisted,2023-04-25,2023-05-16,5,5,"202112414,20220196,202323206,20221779,202222612",Sudah Dikirim
TC220,TR220,C059,PT Bakti Global,Frontend Developer,Magang,"Pendidikan Teknik Informatika, Sistem Informasi",On Review,2023-03-17,2023-04-06,4,6,"20201323,202223986,20202640,202314442,202317268,20225972",Sudah Dikirim
TC221,TR221,C1145,PT Mega Digital,Quality Control Staff,Magang,"Teknik Mesin, Farmasi",Closed,2023-05-16,2023-06-04,2,4,"20233010,202017005,202223142,20230044",Sudah Dikirim
TC222,TR222,C1367,CV Digital Pratama,Business Development Intern,Part-time,"Manajemen, Ilmu Komunikasi",Closed,2023-07-20,2023-08-07,2,3,"20219375,202120990,20215092",Sudah Dikirim
TC223,TR223,C531,PT Bakti Pratama,Business Analyst,Magang,"Sistem Informasi, Informatika",Submitted,2023-02-22,2023-03-03,2,3,"202315171,201912441,20215090",Sudah Dikirim
TC224,TR224,C631,PT Graha Karya,Civil Engineer Intern,Magang,Teknik Sipil,Closed,2023-03-10,2023-03-15,5,6,"202216101,201920989,202217534,202120253,202114005,20202654",Sudah Dikirim
TC225,TR225,C320,PT Media Terapan,Photographer Intern,Magang,"Desain Komunikasi Visual, Ilmu Komunikasi",Submitted,2023-03-20,2023-04-10,3,5,"202211253,202211608,202211066,202123181,20223310",Sudah Dikirim
TC226,TR226,C446,PT Daya Global,Visual Merchandiser Intern,Magang,Desain Komunikasi Visual,Shortlisted,2023-04-20,2023-04-29,5,5,"201922585,20231643,202215536,202117871,202315532",Sudah Dikirim
TC227,TR227,C001,PT Solusi Analitika,Mechanical Engineer Intern,Magang,Teknik Mesin,Shortlisted,2023-02-17,2023-02-26,1,4,"202321794,202019085,20233135,202110027",Sudah Dikirim
TC228,TR228,C680,CV Techno Terapan,Data Entry Operator,Magang,"Manajemen, Akuntansi",Submitted,2023-05-10,2023-05-22,5,8,"202312588,20221035,20239429,20204952,202319471,20230610,202124299,20233267",Sudah Dikirim
TC229,TR229,C707,PT Graha Data,Data Analyst,Part-time,"Informatika, Ekonomi Pembangunan",Closed,2023-02-14,2023-02-17,3,4,"202222593,202322828,20232577,202210904",Sudah Dikirim
TC230,TR230,C1053,PT Solusi Bangsa,Data Analyst,Magang,"Statistika, Manajemen",Closed,2023-06-19,2023-06-24,4,6,"202213882,20219718,202124338,202218081,202314227,201912034",Sudah Dikirim
TC231,TR231,C1198,PT Mandiri Media,Data Analyst,Full-time,"Ekonomi Pembangunan, Statistika",On Review,2023-03-03,2023-03-09,2,5,"202318755,20232577,202317430,202113504,20239468",Sudah Dikirim
TC232,TR232,C385,PT Prima Digital,Software Developer,Full-time,"Informatika, Sistem Informasi",Shortlisted,2023-07-18,2023-07-26,1,2,"202318493,201920452",Sudah Dikirim
TC233,TR233,C1199,CV Indo Pratama,Data Analyst,Magang,"Sistem Informasi, Statistika",Closed,2023-05-01,2023-05-13,1,2,"202111341,202318114",Sudah Dikirim
TC234,TR234,C1164,PT Sejahtera Sentosa,DevOps Engineer,Magang,"Informatika, Sistem Informasi",On Review,2023-05-09,2023-05-15,2,4,"202214221,202318437,20207162,20226720",Sudah Dikirim
TC235,TR235,C187,PT Gemilang Konsultan,Research Associate,Magang,Ilmu Hukum,Closed,2023-03-23,2023-03-28,2,2,"20201981,20223632",Sudah Dikirim
TC236,TR236,C1135,CV Karya Gemilang,Supply Chain Analyst,Magang,"Teknik Industri, Sistem Informasi",Closed,2023-04-11,2023-04-30,3,4,"202016574,202014148,202210739,20208406",Sudah Dikirim
TC237,TR237,C1006,CV Makmur Logistik,Quality Control Staff,Full-time,"Farmasi, Teknik Industri",On Review,2023-03-24,2023-03-31,2,5,"20217587,20229161,202024304,202219142,202314503",Sudah Dikirim
TC238,TR238,C537,CV Abadi Kreatif,Content Writer,Magang,"Ilmu Komunikasi, Sastra Inggris",Closed,2023-05-09,2023-05-21,5,5,"202220222,20207026,20226204,202315955,20215915",Sudah Dikirim
TC239,TR239,C1242,PT Cakra Cerdas,IT Support,Full-time,"Sistem Informasi, Teknik Elektro",Submitted,2023-04-01,2023-04-15,3,6,"20201952,202220013,202121001,202021132,202214743,202114881",Sudah Dikirim
TC240,TR240,C643,PT Media Analitika,HSE Intern,Magang,"Teknik Industri, Teknik Mesin",Submitted,2023-03-04,2023-03-11,2,5,"202117994,20213574,202110454,20232560,20217806",Sudah Dikirim
TC241,TR241,C048,PT Cakra Data,Operations Intern,Magang,"Teknik Industri, Manajemen",Closed,2023-05-21,2023-06-10,3,3,"202323679,202213081,202215624",Sudah Dikirim
TC242,TR242,C169,CV Techno Logistik,Brand Executive Intern,Magang,"Manajemen, Ilmu Komunikasi",Closed,2023-06-10,2023-07-01,4,6,"202315895,202123792,202316622,202210395,20201583,20211972",Sudah Dikirim
TC243,TR243,C1454,CV Andalas Solusi,Marketing Staff,Magang,"Desain Komunikasi Visual, Manajemen",Submitted,2023-06-06,2023-06-16,2,2,"202020029,202123413",Sudah Dikirim
TC244,TR244,C586,PT Cipta Pratama,Customer Service Intern,Part-time,"Ilmu Komunikasi, Psikologi",Closed,2023-03-28,2023-04-16,4,4,"20238499,202214142,202211253,202122621",Sudah Dikirim
TC245,TR245,C666,PT Inovasi Makmur,Operations Intern,Magang,"Teknik Industri, Manajemen",Closed,2023-06-23,2023-06-29,1,3,"20235335,202320386,202118768",Sudah Dikirim
TC246,TR246,C1426,CV Bumi Data,Actuarial Analyst Intern,Magang,"Statistika, Akuntansi",Closed,2023-04-25,2023-05-03,5,6,"202224246,20229827,202014523,20211864,202216144,202217113",Sudah Dikirim
TC247,TR247,C1097,CV Esa Digital,Store Supervisor Intern,Magang,Manajemen,Shortlisted,2023-03-10,2023-03-23,2,2,"202020959,20220864",Sudah Dikirim
TC248,TR248,C927,PT Bakti Sejahtera,Mechanical Engineer Intern,Magang,Teknik Mesin,Shortlisted,2023-02-12,2023-02-16,5,5,"202110027,202223142,202314367,202122979,202014127",Sudah Dikirim
TC249,TR249,C089,PT Sukses Perkasa,Data Analyst,Part-time,"Sistem Informasi, Manajemen",Closed,2023-04-10,2023-04-30,2,3,"20212163,20229903,20208713",Sudah Dikirim
TC250,TR250,C843,PT Kreasi Sejahtera,Business Development Intern,Part-time,"Ilmu Komunikasi, Ekonomi Pembangunan",Closed,2023-07-02,2023-07-06,1,2,"202213346,202116879",Sudah Dikirim
TC251,TR251,C1148,PT Sinergi Systems,Quality Control Staff,Part-time,"Teknik Mesin, Teknik Industri",Submitted,2023-05-30,2023-06-09,1,2,"202121763,202119643",Sudah Dikirim
TC252,TR252,C1153,CV Abadi Sentosa,Compliance Officer Intern,Magang,"Ilmu Hukum, Akuntansi",On Review,2023-02-09,2023-02-17,3,4,"20233179,202321726,202323490,20212052",Sudah Dikirim
TC253,TR253,C065,CV Karya Indonesia,Business Development Intern,Magang,"Ekonomi Pembangunan, Manajemen",Submitted,2023-03-26,2023-04-08,3,4,"202113064,20211788,20227567,20229962",Sudah Dikirim
TC254,TR254,C778,PT Gemilang Digital,Data Analyst,Magang,"Informatika, Statistika",On Review,2023-07-23,2023-07-26,4,5,"20211964,20201441,202319038,20222525,202120929",Sudah Dikirim
TC255,TR255,C136,PT Jaya Perkasa,Frontend Developer,Magang,"Pendidikan Teknik Informatika, Informatika",Shortlisted,2023-06-08,2023-06-11,4,6,"202213938,20205007,202210532,202221038,202111981,202216324",Sudah Dikirim
TC256,TR256,C891,CV Indo Makmur,Frontend Developer,Magang,"Sistem Informasi, Informatika",On Review,2023-02-03,2023-02-19,5,7,"202012491,20231154,202317824,20200080,202311739,202312508,202214959",Sudah Dikirim
